Gene Accession Number,1,2,3,4,5,6,7,8,9,10,11,12,13,…
U45975_at,2199,1522,1989,1481,1516,1255,1416,3148,2248,1061,1241,936,989,…
U45976_at,277,175,152,235,350,174,67,166,199,39,153,37,121,…
U45982_at,1149,823,1336,968,544,928,1132,1362,921,795,703,619,633,…
U45983_at,-79,12,-26,-56,-21,5,-40,-179,0,22,7,-25,-44,…
U46023_at,517,180,207,277,166,220,332,532,271,300,230,232,229,…
U46024_at,219,90,-112,30,140,53,102,-23,-9,-30,-18,54,85,…
U46025_at,2696,2193,2312,3155,2594,1031,3844,1319,4218,3340,3146,2069,2083,…
U46116_at,28,-58,-30,10,12,33,57,128,18,7,-7,12,15,…
U46194_at,172,104,427,357,124,318,161,233,292,405,122,117,60,…
U46461_at,332,420,423,82,248,247,23,394,-80,411,331,194,194,…
U46499_at,44,146,110,86,104,10,105,104,103,64,93,33,61,…
U46569_at,524,512,1284,880,342,615,1092,1196,503,-37,507,221,186,…
U46570_at,2638,1886,3592,2997,2539,1803,2572,2844,3099,1826,1560,1093,2127,…
U46571_at,472,340,623,449,680,224,236,259,764,321,386,179,533,…
U46689_at,-234,42,-410,53,10,42,58,-211,-73,-444,-127,25,94,…
U46692_rna1_at,662,2998,2533,1049,1637,1867,710,548,2877,654,1481,308,1823,…
U46751_at,1298,1379,1496,1401,1894,528,1747,1514,803,1939,587,1347,1489,…
U46752_at,-96,-82,-108,-14,33,-21,-6,-53,-66,-41,-41,20,-105,…
U46767_at,91,70,88,118,126,55,-6,134,12,64,14,-5,40,…
U46901_at,120,291,-33,406,208,266,215,485,333,221,239,130,48,…
U47007_at,32,-10,-31,-5,34,-16,16,55,-24,35,-22,15,3,…
U47011_cds1_at,-329,-306,-135,-334,-157,-168,1,-89,-1,-182,-168,-132,-227,…
U47050_at,-85,18,-156,-4,76,131,-42,-67,110,66,216,-43,-30,…
U47054_at,38,-2,120,149,-8,138,62,103,108,172,127,40,-3,…
U47101_at,582,1447,611,490,1014,280,253,574,642,370,653,241,762,…
U47105_at,390,66,516,103,248,211,188,305,575,298,324,250,524,…
U47334_at,398,288,500,294,215,170,499,505,313,294,293,185,179,…
U47414_at,419,482,167,374,394,104,156,268,265,277,294,25,773,…
U47621_at,15,447,-322,126,188,-192,-194,-392,359,106,33,-41,6,…
U47634_at,842,654,306,1101,374,602,907,1346,812,590,337,290,408,…
U47635_at,347,594,411,302,232,224,223,317,346,239,579,214,74,…
U47742_at,1737,1382,1090,1051,995,928,880,1947,1440,400,1641,452,1209,…
U47926_at,-457,-485,-604,-397,-274,-307,-322,-1058,-395,-144,-559,-294,-408,…
U47927_at,423,348,832,179,518,263,433,341,1211,478,894,122,567,…
U47928_at,-112,-188,-358,-144,-140,-208,-184,-227,-217,-117,-355,-143,-158,…
U47931_at,1170,321,2058,900,363,1130,609,2248,1694,692,1106,1057,653,…
U48213_at,-1520,-649,-1364,-938,-197,-986,-1117,-1500,-911,-200,-495,-429,-438,…
U48231_at,289,175,205,250,160,71,82,25,-3,-15,164,12,-2,…
U48250_at,-11,-26,-164,-120,-46,-126,-114,-130,-45,-86,14,-5,-8,…
U48251_at,676,403,216,1182,543,202,1271,764,134,210,55,113,1031,…
U48263_at,478,311,577,609,317,508,739,824,545,443,412,540,261,…
U48296_at,510,1225,693,176,728,200,218,440,744,829,495,232,1106,…
U48405_at,446,489,577,491,443,309,764,1067,570,493,479,316,274,…
U48408_at,1303,1378,1330,849,990,449,759,622,1038,950,707,143,1090,…
U48437_at,803,614,926,834,289,449,804,964,617,450,429,182,102,…
U48697_at,-377,-395,-482,-372,-218,-375,-263,-535,-370,-291,-287,-191,-149,…
U48707_at,-152,-286,5,-88,-80,80,-80,-109,-215,-67,-149,-51,-56,…
U48736_at,180,154,181,199,434,174,115,149,109,73,174,5,266,…
U48807_at,149,92,47,43,80,-42,85,209,158,141,168,12,2,…
U48861_at,-538,-811,-452,-173,-271,-392,-245,-526,-490,-277,-667,-215,-605,…
U48936_at,996,1491,2251,1677,573,1422,1670,1488,889,1398,1111,1155,952,…
U48959_at,40,-272,-387,-385,-126,-96,-215,-103,-194,-144,-134,-130,-112,…
U49065_at,96,58,166,33,50,138,159,131,31,18,63,-60,37,…
U49070_at,697,1037,1229,776,1044,659,606,910,1102,1138,813,464,925,…
U49082_at,1002,664,701,787,424,684,799,721,695,752,414,484,461,…
U49089_at,550,620,504,528,298,398,359,874,417,332,403,304,329,…
U49114_at,-206,-115,-125,-211,-115,-183,-188,-136,-140,-149,-127,-106,-131,…
U49187_at,211,-18,-226,-364,-48,-55,-653,-550,-84,-196,-55,-217,17,…
U49188_at,296,395,482,500,527,138,324,223,397,-21,320,14,352,…
U49248_at,173,99,65,79,172,248,156,235,-52,62,94,142,82,…
U49250_at,415,8,334,257,156,154,295,92,412,227,239,130,210,…
U49260_at,-190,126,28,-257,177,-316,-60,38,230,369,165,-586,-4,…
U49278_at,507,127,-149,225,552,266,184,529,-97,-291,238,-189,133,…
U49352_at,375,4,777,372,493,151,142,241,511,155,295,63,327,…
U49379_at,-5,28,-45,-14,12,1,-47,14,-47,-1,-39,-45,-16,…
U49395_at,752,1456,2239,2794,1542,1474,2362,1503,2336,818,1466,310,469,…
U49436_at,305,392,461,277,393,225,73,284,495,305,384,136,401,…
U49742_at,262,408,127,120,-199,-241,416,101,-275,150,169,67,-276,…
U49785_at,1258,701,1783,1111,1087,739,1011,610,965,1062,774,596,835,…
U49837_at,816,115,735,601,385,545,670,1455,694,396,473,270,367,…
U49844_at,92,210,299,232,463,136,268,250,205,134,29,40,287,…
U49857_at,245,219,667,362,144,165,181,221,84,186,144,58,182,…
U49869_rna1_at,12454,19697,20420,13477,14846,18192,14223,19366,19824,21759,18174,10556,20407,…
U49928_at,20,-135,132,-85,42,-154,-95,-179,86,-79,-44,-146,3,…
U49973_xpt1_at,1137,1122,1249,1091,907,1081,846,1098,724,954,854,589,999,…
U49973_xpt2_at,9,97,57,-12,52,-76,-18,-112,0,-50,66,-81,-68,…
U50062_at,369,251,327,334,161,192,389,287,382,195,138,178,162,…
U50078_at,221,495,7,205,324,74,211,293,236,241,346,107,293,…
U50136_rna1_at,1124,1062,1398,942,928,842,1066,1668,966,1175,626,747,706,…
U50146_at,-194,-287,-424,-234,-163,-229,-289,-436,-429,-259,-276,-175,-100,…
U50315_at,238,700,339,136,395,252,290,103,180,183,460,195,334,…
U50330_at,-280,7,-481,-381,-37,-339,-361,-710,-244,-129,-171,-224,-156,…
U50383_at,-275,-111,-92,-369,-141,-209,-174,-452,11,14,39,-156,-38,…
U50523_at,2567,3975,3093,2902,3550,1877,1594,1233,3613,992,2409,1927,1466,…
U50531_at,188,163,203,44,176,163,90,307,94,20,118,57,129,…
U50534_at,65,14,45,44,7,-39,-112,116,51,28,-10,-8,4,…
U50535_at,1065,978,1316,1115,726,698,641,1250,540,642,592,462,645,…
U50553_at,282,455,346,198,594,145,346,496,426,171,659,275,613,…
U50708_at,-27,-10,-59,-17,-7,-92,-60,-28,12,-60,-44,-22,-50,…
U50733_at,994,788,838,639,886,421,495,415,1988,644,1754,311,724,…
U50743_at,-27,614,9987,124,53,5371,263,407,11770,11254,2986,91,115,…
U50839_at,420,283,467,276,416,257,270,367,321,163,341,83,189,…
U50928_at,346,23,215,309,344,83,141,322,125,77,113,12,633,…
U50929_at,-139,-41,-184,93,-126,23,-137,-136,6,-35,-50,-24,-8,…
U50939_at,405,490,690,335,574,378,362,248,857,386,775,149,518,…
U50950_at,161,162,379,154,118,147,100,220,214,117,98,68,270,…
U51004_at,2534,2294,5637,2534,3891,2597,2318,994,5932,3483,4243,3878,2621,…
U51095_at,-6,-44,77,124,57,108,104,4,3,61,44,45,19,…
U51096_at,106,270,409,47,98,129,68,140,64,248,153,77,122,…
U51127_at,1306,1344,1953,1197,843,1488,1211,830,691,1345,1062,413,1561,…
U51166_at,111,238,110,141,437,122,80,43,257,131,267,-17,230,…
U51205_at,211,143,173,111,196,101,47,-56,111,33,242,0,62,…
U51240_at,9059,4614,1236,7070,9553,917,4402,2033,4988,1083,753,5026,11150,…
U51241_at,327,280,262,265,96,97,347,302,114,213,85,103,130,…
U51269_at,497,472,594,412,427,156,662,839,305,346,374,376,693,…
U51334_at,805,757,1150,951,917,825,873,1634,1121,849,726,402,1245,…
U51336_at,1698,932,1455,1466,936,848,1414,1094,1692,904,765,830,1143,…
U51432_at,163,243,-47,361,765,225,146,-77,273,107,587,5,685,…
U51477_at,627,805,1015,478,940,705,569,730,784,623,345,411,821,…
U51478_at,3756,2271,1862,2534,3849,1365,2160,3314,4336,1937,1488,1330,3002,…
U51561_at,52,98,123,-3,42,28,23,49,137,74,-35,-11,76,…
U51586_at,394,732,441,493,755,-3,-263,-445,538,379,410,-139,1213,…
U51587_at,108,63,270,14,125,-3,179,680,228,148,3,196,188,…
U51678_at,974,896,1376,981,1754,572,729,515,864,852,821,298,996,…
U51711_at,31,-16,-33,42,31,-7,53,-92,-32,-10,-52,-30,-48,…
U51903_at,350,484,793,1258,1352,368,1554,814,913,101,331,574,880,…
U51920_at,351,170,329,285,400,140,181,217,263,233,184,112,457,…
U51990_at,325,399,421,296,406,256,194,281,397,248,364,155,537,…
U52100_at,140,-30,43,134,135,122,97,101,70,59,54,17,82,…
U52101_at,5752,3930,5249,2783,3720,1651,1702,3487,9480,4630,6953,3423,4282,…
U52111_rna3_at,-271,219,-384,109,-21,-357,-356,-563,-175,86,-55,71,-47,…
U52111_rna4_at,-1553,-1322,-1718,-1867,-987,-1113,-1777,-1475,-1531,-1006,-1174,-1260,-945,…
U52112_rna1_at,1601,843,1617,1868,741,1018,1424,1679,1069,1020,878,735,929,…
U52112_rna5_at,1311,1144,1437,1168,725,1034,1434,1536,1269,870,871,830,936,…
U52152_at,-297,-329,-419,-452,-202,-640,-460,-344,-343,-137,-261,-350,-183,…
U52153_at,-45,-10,-114,54,-12,8,5,25,-58,22,6,-47,3,…
U52154_at,104,141,212,193,-43,60,94,307,64,61,134,-61,73,…
U52155_at,33,19,71,-2,-14,-7,55,-32,21,10,14,18,-32,…
U52426_at,760,1184,1124,688,450,928,1327,437,1866,655,952,357,778,…
U52427_rna1_at,1340,492,1308,1254,2207,1273,1068,404,2098,919,1143,773,1688,…
U52513_at,471,164,277,78,95,64,425,295,58,83,84,12,173,…
U52518_at,23,-471,62,-23,55,76,204,-308,-125,-247,-311,2,-132,…
U52521_at,411,184,336,258,125,275,275,302,168,105,29,106,144,…
U52522_at,765,864,1167,763,962,631,480,1039,1113,671,889,160,805,…
U52682_at,62,-44,-276,295,232,-158,-154,-49,-78,-143,-104,-45,338,…
U52700_at,98,88,20,93,3,165,72,-398,74,-85,-16,100,-7,…
U52827_at,43,-47,-59,40,26,-17,-55,-148,-21,-14,-35,-7,-42,…
U52830_at,712,264,431,918,403,519,730,1298,744,358,444,241,266,…
U52840_at,-605,-930,-1795,-1201,-285,-842,-1297,-1343,-715,-629,-861,-534,-409,…
U52960_at,-84,-57,-163,-63,14,-74,-132,-188,-79,-131,-43,-53,-62,…
U52969_at,267,55,200,-184,66,-101,-5,-41,58,12,81,-68,47,…
U53003_at,102,341,159,200,1243,-71,247,-299,526,12,-43,-81,473,…
U53174_at,-133,-284,-92,-313,-90,-96,-304,-272,19,-129,-160,-2,-55,…
U53209_at,2410,2136,1922,1262,1290,787,1708,1337,1914,874,1965,679,1900,…
U53225_at,314,-265,-111,120,196,-96,-102,-547,31,-263,2,-185,15,…
U53347_at,887,559,995,1069,1093,483,972,920,765,775,305,579,1119,…
U53442_at,-375,-138,198,2,-198,-364,-332,-403,-111,50,-349,66,-174,…
U53445_at,-120,-77,-62,-89,-23,23,-70,-35,-111,-45,-20,2,-46,…
U53446_at,309,46,317,72,116,3,70,202,73,90,78,60,246,…
U53468_at,141,84,98,5,238,32,-1,71,90,62,54,63,112,…
U53476_at,-129,160,233,-15,92,58,110,-479,-336,343,118,21,-67,…
U53506_at,-251,-242,-393,-239,-166,-227,-181,-407,-125,-243,-163,-169,-161,…
U53786_at,367,251,526,-60,207,145,282,494,-185,108,-9,227,289,…
U53830_at,284,60,216,439,411,195,270,-116,331,84,124,22,259,…
U54617_at,138,47,68,73,43,1,139,110,59,12,82,-4,23,…
U54778_at,1965,1839,2190,1675,2614,1303,1930,1752,2977,1089,1694,924,1783,…
U54804_at,85,-9,45,88,-20,-7,94,92,81,14,162,73,4,…
U54999_at,165,110,-10,217,57,156,23,-76,333,86,146,188,196,…
U55054_at,-53,-52,-305,6,17,-80,-378,-472,-194,85,-50,-126,68,…
U55206_at,148,-5,-277,18,53,-1,26,-370,259,53,167,87,279,…
U55209_at,88,319,115,-255,130,28,-20,5,241,148,263,22,49,…
U55258_at,47,-87,708,-450,30,26,544,338,552,48,305,70,26,…
U55764_at,288,175,329,283,85,284,347,439,287,107,148,221,26,…
U55766_at,78,354,134,54,167,55,5,106,117,143,417,21,66,…
U55853_at,38,137,54,244,127,115,97,160,95,64,80,66,93,…
U55936_at,230,124,206,153,197,92,-18,85,7,32,28,27,100,…
U56085_at,-109,-106,-385,-175,122,-112,-105,-335,-160,-64,-118,-152,79,…
U56102_at,-114,-4,-10,-19,-36,-14,10,-140,-11,-22,-20,-30,-20,…
U56244_at,212,185,701,651,271,503,675,1019,298,242,227,359,311,…
U56417_at,1098,854,1643,566,950,693,867,1292,1455,994,1109,327,1497,…
U56418_at,915,201,491,410,833,197,752,581,748,437,336,876,905,…
U56637_at,4531,2051,5563,3407,4063,2505,3787,1811,4134,1659,2378,948,2831,…
U56814_at,276,189,305,247,117,115,213,208,260,265,169,70,121,…
U56816_at,588,554,849,-331,573,670,791,460,921,1266,1245,592,1198,…
U56833_at,757,410,850,301,519,284,236,259,754,326,730,314,1212,…
U56976_at,-88,-92,-177,-214,-81,-183,-114,-272,-259,-175,-172,1,-118,…
U56998_at,-98,1230,-481,-1606,194,-1294,-1542,-379,-1154,718,-203,-673,128,…
U57057_at,67,86,-60,-4,20,94,5,-70,21,62,-7,25,-112,…
U57092_at,10,-92,104,-30,58,128,204,173,2,114,114,64,21,…
U57093_at,-25,21,3,-11,23,17,25,14,6,14,42,25,5,…
U57094_at,180,206,106,165,295,145,21,146,195,86,274,278,51,…
U57099_at,89,-146,62,-40,-72,99,-28,-296,97,-48,22,-159,-104,…
U57316_at,566,133,546,428,638,238,132,842,367,285,360,386,384,…
U57317_at,-297,-241,-336,-477,-291,-300,-361,-310,-384,-304,-217,-146,-178,…
U57342_at,2164,3000,2376,1834,1409,1435,1850,2796,3231,1826,2694,1342,2418,…
U57352_at,-786,-429,-727,-550,-481,-414,-344,-584,-236,-163,-173,100,-488,…
U57450_at,658,331,904,662,151,599,522,1025,93,328,289,287,131,…
U57452_at,10,93,39,15,13,10,-26,74,18,-48,24,44,43,…
U57592_at,119,466,125,192,207,224,-115,329,12,142,233,142,275,…
U57629_at,50,77,230,44,139,40,141,127,156,114,124,116,288,…
U57650_at,1956,1281,1099,2694,1945,456,1611,1661,568,512,519,872,2073,…
U57721_at,148,158,247,116,243,106,243,185,119,115,127,73,83,…
U57796_at,59,8,119,69,18,12,26,148,101,14,74,-24,13,…
U57877_at,1069,695,1475,537,806,801,922,713,1091,809,691,449,850,…
U57911_at,-23,19,310,-22,0,56,47,16,-23,-8,2,28,29,…
U58032_at,329,188,321,321,115,115,305,374,256,42,137,112,80,…
U58033_at,29,-77,-30,-56,67,19,38,-4,87,27,7,-18,12,…
U58034_at,80,100,-18,56,111,28,112,43,49,105,94,22,101,…
U58048_at,895,674,1337,788,709,392,1151,871,884,817,822,343,839,…
U58087_at,753,441,952,688,682,378,687,640,382,198,360,306,680,…
U58089_at,618,726,567,432,553,272,369,416,696,266,973,211,668,…
U58090_at,155,262,165,78,272,115,169,143,167,36,95,44,92,…
U58091_at,78,75,156,61,62,-39,92,-29,122,68,108,-22,104,…
U58096_at,32,67,119,77,45,99,57,92,117,82,63,96,33,…
U58130_at,528,178,792,307,338,359,420,511,166,304,197,166,437,…
U58331_at,-131,-96,-1,-164,-21,49,-35,-82,21,13,-100,-37,-51,…
U58334_at,769,732,815,482,327,707,746,1374,1014,520,1361,349,704,…
U58522_at,80,23,45,39,69,51,-15,13,39,0,21,24,94,…
U58658_at,159,89,91,144,91,-33,8,205,-24,132,-143,45,240,…
U58681_at,730,-117,773,357,616,238,366,565,282,321,259,250,406,…
U58682_at,11731,13271,10628,14484,14923,12573,12170,9874,15537,10000,12206,14494,9023,…
U58766_at,693,722,976,839,664,583,668,1146,669,318,491,615,627,…
U58970_at,1134,276,336,191,1003,140,184,1122,789,224,748,262,767,…
U59057_at,-105,110,-7,65,90,-3,-119,-100,-161,99,-153,-20,-24,…
U59111_at,127,53,203,0,120,88,104,283,37,28,86,67,109,…
U59228_at,-92,376,138,415,-72,160,515,293,350,218,262,112,44,…
U59286_at,-157,-162,-217,-198,-69,-124,-226,-229,-150,-114,-63,-109,-61,…
U59289_at,58,64,28,-67,-1,99,-11,44,72,27,52,103,-3,…
U59302_at,426,711,904,426,357,576,556,626,571,153,449,323,143,…
U59309_at,443,235,675,448,883,497,435,235,468,346,106,107,285,…
U59321_at,356,-29,223,1127,196,179,287,199,282,91,71,-22,419,…
U59325_at,-61,-61,-72,-89,-97,-72,42,-4,42,4,-46,-83,-22,…
U59423_at,2350,25,173,-5,44,160,36,4430,166,60,174,94,403,…
U59736_at,581,291,545,385,221,357,542,787,407,242,277,270,197,…
U59748_at,-214,-66,-185,-77,-45,-117,-63,152,-172,-97,-144,-90,-43,…
U59752_at,1317,861,1457,1067,866,1018,1129,1412,1473,876,1375,593,782,…
U59863_at,42,335,107,10,148,71,80,52,-7,14,152,-5,76,…
U59878_at,367,561,977,279,200,542,245,259,888,589,822,175,201,…
U59913_at,90,-44,41,93,39,17,-36,89,-18,-20,37,-22,179,…
U59914_at,1,153,68,106,8,14,25,40,0,59,83,15,-4,…
U59919_at,148,121,277,231,66,160,188,247,205,150,200,12,121,…
U60060_at,-42,84,-14,164,120,147,-6,118,104,4,89,74,130,…
U60062_at,196,111,190,66,49,192,258,298,126,248,236,35,-53,…
U60115_at,2466,119,550,1289,1098,570,315,653,2438,928,1130,560,2384,…
U60116_at,394,204,514,393,193,225,453,506,303,179,260,217,281,…
U60205_at,-49,15,-17,29,87,-30,-25,-13,136,189,78,-22,58,…
U60269_cds1_at,64,-41,90,56,114,-56,122,188,68,54,77,-38,57,…
U60269_cds2_at,338,263,293,257,311,119,265,503,336,297,244,182,195,…
U60269_cds3_at,638,522,544,388,230,80,194,743,150,299,380,61,303,…
U60276_at,-675,-718,-956,-1110,-35,-896,-1199,-1467,-706,-564,-365,-386,-233,…
U60319_at,-68,-76,-21,-83,-11,-42,11,-8,-13,-2,-16,-11,-46,…
U60325_at,678,531,523,369,631,496,267,412,986,334,510,176,504,…
U60415_at,-7,39,2,34,71,17,5,61,42,20,18,-60,19,…
U60519_at,174,324,420,124,8,23,157,352,285,105,86,48,55,…
U60521_at,-153,25,-274,-120,152,-74,-35,-347,-17,-113,32,-33,-142,…
U60644_at,-79,364,-313,-136,195,33,337,-268,417,21,201,-317,210,…
U60665_at,-310,-299,-447,-417,-89,-248,-362,-460,-178,-322,-138,-244,-119,…
U60666_at,165,197,108,262,251,62,183,325,153,112,82,182,-16,…
U60800_at,-105,-942,-474,-881,-1158,-48,-1833,-1386,107,-1239,-602,-668,-1070,…
U60805_at,-109,-54,-47,-71,-14,-42,67,-71,-28,-26,-29,-51,-25,…
U60873_at,-573,-233,-802,-357,-8,-467,-524,-490,-587,-402,-506,-293,-322,…
U60975_at,463,3347,1089,1581,1125,978,2357,1274,605,426,574,557,928,…
U61145_at,303,112,528,337,358,330,294,134,397,358,496,153,433,…
U61166_at,360,235,571,576,157,183,393,905,383,256,323,324,322,…
U61167_at,-117,91,-402,-63,137,-190,-72,-433,-268,-137,-88,-90,29,…
U61232_at,128,87,278,182,227,147,127,119,172,49,203,1,159,…
U61234_at,382,611,658,334,668,200,519,428,358,328,390,89,533,…
U61262_at,-220,-190,-329,-183,-11,120,-92,-362,-160,82,-139,-76,-152,…
U61263_at,451,549,582,467,424,487,539,539,482,594,580,471,689,…
U61374_at,14,37,34,-13,32,-23,-13,14,33,-32,-69,-21,43,…
U61538_at,80,181,180,95,60,60,124,8,38,86,109,71,-329,…
U61741_at,-226,39,70,9,56,-12,-146,-142,-100,33,-106,-165,78,…
U61836_at,190,-44,490,579,-58,-264,-144,-344,314,-66,-54,301,38,…
U61849_at,76,31,31,56,103,48,55,-16,41,45,6,48,4,…
U62015_at,-51,-36,-106,-5,-18,-44,-15,-50,-41,-39,-47,-37,-56,…
U62136_at,327,516,338,285,782,298,230,266,466,280,155,140,660,…
U62317_rna3_at,1945,1306,1725,2904,1751,1950,2285,2778,2343,1624,1227,1373,1394,…
U62317_rna6_at,-117,36,-390,107,-115,-3,47,-757,75,-263,-59,201,-75,…
U62317_rna7_at,-865,259,-1110,378,799,-190,-525,-1505,-699,100,-1,-155,167,…
U62325_at,19,87,-3,69,103,-3,78,-67,-13,4,13,-44,-1,…
U62389_at,243,183,99,372,431,55,250,188,119,120,244,159,88,…
U62431_at,-63,-18,122,-50,-45,-104,33,-73,0,-78,111,-58,-107,…
U62433_at,212,49,220,258,123,174,258,437,66,205,34,146,101,…
U62437_at,512,16,120,360,169,398,428,328,431,167,323,152,33,…
U62531_at,-968,-1931,-1634,-1617,-1421,-1289,-1554,-2370,-855,-1636,-893,-1210,-811,…
U62739_at,1685,1306,1880,1728,1215,1187,1819,2081,1555,1160,1019,832,901,…
U62800_at,-271,-288,-558,-320,-60,-211,-305,-310,-96,-299,-208,-219,-83,…
U62801_at,-498,-347,-646,294,-124,-401,-677,-944,376,-375,-59,248,-73,…
U62961_at,4,111,233,80,89,113,62,49,198,95,191,94,105,…
U62962_at,3512,2807,3142,3167,5468,1790,3416,1919,4451,2629,4523,1853,4145,…
U62966_at,-91,-92,-244,-141,-60,71,-208,-428,-249,-77,-131,258,-202,…
U63090_at,211,27,369,231,187,131,178,308,262,171,195,-67,158,…
U63139_at,48,-33,-157,-211,57,-8,-141,-8,-10,-20,-107,-76,-44,…
U63289_at,-183,-51,-245,-126,-108,-48,-265,-161,35,-147,-17,-159,-128,…
U63295_at,30,74,-66,27,-28,74,-26,106,-14,-24,123,-2,14,…
U63312_at,-351,-350,-609,-461,-247,-398,-527,-643,-508,-303,-342,-293,-307,…
U63329_at,205,-761,-863,-863,-290,-727,-825,-1085,-210,-379,-257,-612,-47,…
U63332_at,-37,0,-19,-47,-17,-14,13,-76,48,-13,-19,-33,-20,…
U63336_at,250,228,101,362,352,286,15,-49,-100,327,118,119,192,…
U63455_at,358,647,440,311,-2,195,319,244,-47,173,224,209,103,…
U63541_at,599,294,231,426,422,337,527,562,873,358,334,285,285,…
U63542_at,150,-10,-175,-20,112,-7,-198,-122,-59,-68,89,56,17,…
U63717_at,363,105,135,189,233,-3,280,-37,329,47,156,10,196,…
U63743_at,168,98,972,1152,195,777,507,251,1129,739,1148,538,556,…
U63824_at,-52,-102,-18,-45,40,8,-142,-41,-19,-12,-20,-24,10,…
U63825_at,248,636,354,765,1194,455,551,698,446,500,4,623,620,…
U63842_at,762,354,793,460,215,437,614,827,515,355,477,254,395,…
U64105_at,2120,1679,2204,1761,1420,1619,2001,2239,1865,1032,1140,521,1280,…
U64197_at,-42,-219,303,80,-223,-234,-213,-257,-216,120,-180,-145,-113,…
U64198_at,-72,-123,-122,-121,-22,-88,-92,-82,-99,-82,-39,-61,-17,…
U64444_at,995,987,2049,793,1108,862,814,853,1954,954,1224,560,793,…
U64520_at,63,25,63,117,68,-55,1,5,56,44,39,4,23,…
U64675_at,-408,284,975,-239,-129,529,-278,-442,740,89,339,-160,-162,…
U64863_at,-52,-36,54,-513,145,-483,-210,-211,60,19,292,-117,-13,…
U64871_at,93,-1,29,72,-37,-44,84,40,-45,-79,-19,-7,51,…
U64998_at,256,-189,-400,76,152,-232,164,-434,-311,-310,-173,-104,-236,…
U65002_at,56,20,-22,-15,25,-44,-6,-25,-1,-9,-23,-38,-20,…
U65011_at,-95,-50,-116,-47,-47,-71,-26,-155,-127,-57,-73,-34,-37,…
U65092_at,28,-166,-237,-8,62,-58,26,-203,44,36,8,126,-38,…
U65093_at,246,886,101,43,462,199,149,-307,275,478,84,455,397,…
U65402_at,1092,930,2383,1002,778,1059,1273,1589,986,1120,1363,1082,831,…
U65404_at,-152,-66,-278,155,-133,129,228,53,-49,72,124,198,-19,…
U65406_rna4_at,88,48,-10,151,9,151,115,98,50,64,-13,89,57,…
U65410_at,-166,15,-2,-56,29,-149,-85,-215,52,50,156,-112,202,…
U65437_rna1_at,7,7,22,-42,-59,-94,-58,-1,0,-33,-31,-21,-31,…
U65579_at,-53,-188,385,263,562,40,58,-23,726,271,477,357,188,…
U65581_at,2151,1044,1645,1385,817,1310,1601,1662,1455,1193,1214,925,889,…
